External code,Slice,Phase,VendorInit,VendorTarget,InitProbs,NewProbs
E9V4Z8,3,8,A,B,"['1.000', '0.000', '0.000']","['0.029', '0.971', '0.000']"
E9V4Z8,3,8,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
E9V4Z8,3,8,A,equal,"['1.000', '0.000', '0.000']","['0.284', '0.365', '0.350']"
E9V4Z8,4,8,A,B,"['1.000', '0.000', '0.000']","['0.049', '0.951', '0.000']"
E9V4Z8,4,8,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
E9V4Z8,4,8,A,equal,"['1.000', '0.000', '0.000']","['0.381', '0.315', '0.305']"
E9V4Z8,5,8,A,B,"['1.000', '0.000', '0.000']","['0.036', '0.964', '0.000']"
E9V4Z8,5,8,A,C,"['1.000', '0.000', '0.000']","['0.948', '0.004', '0.048']"
E9V4Z8,5,8,A,equal,"['1.000', '0.000', '0.000']","['0.381', '0.324', '0.295']"
E9V4Z8,6,8,A,B,"['1.000', '0.000', '0.000']","['0.050', '0.950', '0.000']"
E9V4Z8,6,8,A,C,"['1.000', '0.000', '0.000']","['0.266', '0.000', '0.733']"
E9V4Z8,6,8,A,equal,"['1.000', '0.000', '0.000']","['0.169', '0.831', '0.000']"
E9V4Z8,7,8,A,B,"['1.000', '0.000', '0.000']","['0.050', '0.950', '0.000']"
E9V4Z8,7,8,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
E9V4Z8,7,8,A,equal,"['1.000', '0.000', '0.000']","['0.381', '0.325', '0.295']"
E9V4Z8,8,8,A,B,"['1.000', '0.000', '0.000']","['0.051', '0.949', '0.000']"
E9V4Z8,8,8,A,C,"['1.000', '0.000', '0.000']","['0.047', '0.000', '0.953']"
E9V4Z8,8,8,A,equal,"['1.000', '0.000', '0.000']","['0.283', '0.368', '0.349']"
E9V4Z8,9,8,A,B,"['1.000', '0.000', '0.000']","['0.203', '0.795', '0.003']"
E9V4Z8,9,8,A,C,"['1.000', '0.000', '0.000']","['0.045', '0.000', '0.955']"
E9V4Z8,9,8,A,equal,"['1.000', '0.000', '0.000']","['0.374', '0.319', '0.307']"
E9V4Z8,10,8,A,B,"['1.000', '0.000', '0.000']","['0.047', '0.950', '0.003']"
E9V4Z8,10,8,A,C,"['1.000', '0.000', '0.000']","['0.048', '0.000', '0.952']"
E9V4Z8,10,8,A,equal,"['1.000', '0.000', '0.000']","['0.380', '0.320', '0.300']"
E9V4Z8,11,8,A,B,"['1.000', '0.000', '0.000']","['0.071', '0.929', '0.000']"
E9V4Z8,11,8,A,C,"['1.000', '0.000', '0.000']","['0.044', '0.000', '0.956']"
E9V4Z8,11,8,A,equal,"['1.000', '0.000', '0.000']","['0.383', '0.311', '0.307']"
E9V4Z8,12,8,A,B,"['1.000', '0.000', '0.000']","['0.061', '0.939', '0.000']"
E9V4Z8,12,8,A,C,"['1.000', '0.000', '0.000']","['0.050', '0.000', '0.950']"
E9V4Z8,12,8,A,equal,"['1.000', '0.000', '0.000']","['0.383', '0.328', '0.289']"
F2H5S1,0,24,A,B,"['0.999', '0.000', '0.001']","['0.051', '0.919', '0.031']"
F2H5S1,0,24,A,C,"['0.999', '0.000', '0.001']","['0.049', '0.000', '0.951']"
F2H5S1,0,24,A,equal,"['0.999', '0.000', '0.001']","['0.381', '0.304', '0.315']"
F2H5S1,1,24,A,B,"['1.000', '0.000', '0.000']","['0.273', '0.513', '0.214']"
F2H5S1,1,24,A,C,"['1.000', '0.000', '0.000']","['0.033', '0.000', '0.967']"
F2H5S1,1,24,A,equal,"['1.000', '0.000', '0.000']","['0.377', '0.305', '0.318']"
F2H5S1,2,24,A,B,"['1.000', '0.000', '0.000']","['0.997', '0.003', '0.000']"
F2H5S1,2,24,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
F2H5S1,2,24,A,equal,"['1.000', '0.000', '0.000']","['1.000', '0.000', '0.000']"
F2H5S1,3,24,A,B,"['1.000', '0.000', '0.000']","['0.443', '0.529', '0.029']"
F2H5S1,3,24,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
F2H5S1,3,24,A,equal,"['1.000', '0.000', '0.000']","['0.367', '0.315', '0.318']"
F2H5S1,4,24,A,B,"['1.000', '0.000', '0.000']","['0.261', '0.734', '0.005']"
F2H5S1,4,24,A,C,"['1.000', '0.000', '0.000']","['0.050', '0.000', '0.950']"
F2H5S1,4,24,A,equal,"['1.000', '0.000', '0.000']","['0.371', '0.305', '0.324']"
F2H5S1,5,24,A,B,"['1.000', '0.000', '0.000']","['0.125', '0.829', '0.046']"
F2H5S1,5,24,A,C,"['1.000', '0.000', '0.000']","['0.042', '0.000', '0.958']"
F2H5S1,5,24,A,equal,"['1.000', '0.000', '0.000']","['0.365', '0.291', '0.343']"
F2H5S1,6,24,A,B,"['1.000', '0.000', '0.000']","['0.082', '0.842', '0.076']"
F2H5S1,6,24,A,C,"['1.000', '0.000', '0.000']","['0.021', '0.000', '0.979']"
F2H5S1,6,24,A,equal,"['1.000', '0.000', '0.000']","['0.502', '0.065', '0.433']"
F2H5S1,7,24,A,B,"['1.000', '0.000', '0.000']","['0.086', '0.880', '0.034']"
F2H5S1,7,24,A,C,"['1.000', '0.000', '0.000']","['0.027', '0.000', '0.973']"
F2H5S1,7,24,A,equal,"['1.000', '0.000', '0.000']","['0.317', '0.376', '0.308']"
F2H5S1,8,24,A,B,"['0.999', '0.000', '0.001']","['0.040', '0.883', '0.077']"
F2H5S1,8,24,A,C,"['0.999', '0.000', '0.001']","['0.028', '0.000', '0.972']"
F2H5S1,8,24,A,equal,"['0.999', '0.000', '0.001']","['0.553', '0.007', '0.441']"
F2H5S1,9,24,A,B,"['1.000', '0.000', '0.000']","['0.078', '0.901', '0.021']"
F2H5S1,9,24,A,C,"['1.000', '0.000', '0.000']","['0.047', '0.000', '0.953']"
F2H5S1,9,24,A,equal,"['1.000', '0.000', '0.000']","['0.376', '0.294', '0.330']"
F2H5S1,10,24,A,B,"['1.000', '0.000', '0.000']","['0.040', '0.952', '0.008']"
F2H5S1,10,24,A,C,"['1.000', '0.000', '0.000']","['0.044', '0.000', '0.956']"
F2H5S1,10,24,A,equal,"['1.000', '0.000', '0.000']","['0.368', '0.256', '0.377']"
F2H5S1,0,10,A,B,"['0.999', '0.000', '0.001']","['0.047', '0.926', '0.027']"
F2H5S1,0,10,A,C,"['0.999', '0.000', '0.001']","['0.049', '0.000', '0.951']"
F2H5S1,0,10,A,equal,"['0.999', '0.000', '0.001']","['0.380', '0.306', '0.314']"
F2H5S1,1,10,A,B,"['1.000', '0.000', '0.000']","['0.047', '0.950', '0.003']"
F2H5S1,1,10,A,C,"['1.000', '0.000', '0.000']","['0.045', '0.000', '0.955']"
F2H5S1,1,10,A,equal,"['1.000', '0.000', '0.000']","['0.377', '0.316', '0.307']"
F2H5S1,2,10,A,B,"['1.000', '0.000', '0.000']","['0.984', '0.016', '0.000']"
F2H5S1,2,10,A,C,"['1.000', '0.000', '0.000']","['0.048', '0.000', '0.952']"
F2H5S1,2,10,A,equal,"['1.000', '0.000', '0.000']","['0.382', '0.290', '0.329']"
F2H5S1,3,10,A,B,"['1.000', '0.000', '0.000']","['0.022', '0.884', '0.095']"
F2H5S1,3,10,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
F2H5S1,3,10,A,equal,"['1.000', '0.000', '0.000']","['0.362', '0.316', '0.321']"
F2H5S1,4,10,A,B,"['1.000', '0.000', '0.000']","['0.666', '0.330', '0.004']"
F2H5S1,4,10,A,C,"['1.000', '0.000', '0.000']","['0.045', '0.000', '0.955']"
F2H5S1,4,10,A,equal,"['1.000', '0.000', '0.000']","['0.382', '0.305', '0.313']"
F2H5S1,5,10,A,B,"['1.000', '0.000', '0.000']","['0.245', '0.689', '0.066']"
F2H5S1,5,10,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
F2H5S1,5,10,A,equal,"['1.000', '0.000', '0.000']","['0.370', '0.310', '0.320']"
F2H5S1,6,10,A,B,"['1.000', '0.000', '0.000']","['0.103', '0.834', '0.063']"
F2H5S1,6,10,A,C,"['1.000', '0.000', '0.000']","['0.027', '0.000', '0.973']"
F2H5S1,6,10,A,equal,"['1.000', '0.000', '0.000']","['0.436', '0.182', '0.383']"
F2H5S1,7,10,A,B,"['1.000', '0.000', '0.000']","['0.088', '0.899', '0.013']"
F2H5S1,7,10,A,C,"['1.000', '0.000', '0.000']","['0.034', '0.000', '0.966']"
F2H5S1,7,10,A,equal,"['1.000', '0.000', '0.000']","['0.369', '0.301', '0.330']"
F2H5S1,8,10,A,B,"['1.000', '0.000', '0.000']","['0.057', '0.877', '0.066']"
F2H5S1,8,10,A,C,"['1.000', '0.000', '0.000']","['0.037', '0.000', '0.963']"
F2H5S1,8,10,A,equal,"['1.000', '0.000', '0.000']","['0.283', '0.337', '0.379']"
F2H5S1,9,10,A,B,"['1.000', '0.000', '0.000']","['0.101', '0.886', '0.013']"
F2H5S1,9,10,A,C,"['1.000', '0.000', '0.000']","['0.043', '0.000', '0.957']"
F2H5S1,9,10,A,equal,"['1.000', '0.000', '0.000']","['0.808', '0.032', '0.160']"
F2H5S1,10,10,A,B,"['1.000', '0.000', '0.000']","['0.955', '0.024', '0.021']"
F2H5S1,10,10,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
F2H5S1,10,10,A,equal,"['1.000', '0.000', '0.000']","['0.637', '0.029', '0.334']"
F3G5K5,0,24,A,B,"['1.000', '0.000', '0.000']","['0.047', '0.951', '0.001']"
F3G5K5,0,24,A,C,"['1.000', '0.000', '0.000']","['0.050', '0.000', '0.950']"
F3G5K5,0,24,A,equal,"['1.000', '0.000', '0.000']","['0.381', '0.335', '0.284']"
F3G5K5,1,24,A,B,"['1.000', '0.000', '0.000']","['0.037', '0.957', '0.006']"
F3G5K5,1,24,A,C,"['1.000', '0.000', '0.000']","['0.044', '0.000', '0.956']"
F3G5K5,1,24,A,equal,"['1.000', '0.000', '0.000']","['0.341', '0.313', '0.346']"
F3G5K5,2,24,A,B,"['1.000', '0.000', '0.000']","['0.047', '0.951', '0.002']"
F3G5K5,2,24,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
F3G5K5,2,24,A,equal,"['1.000', '0.000', '0.000']","['0.370', '0.326', '0.303']"
F3G5K5,3,24,A,B,"['1.000', '0.000', '0.000']","['0.052', '0.911', '0.036']"
F3G5K5,3,24,A,C,"['1.000', '0.000', '0.000']","['0.048', '0.000', '0.952']"
F3G5K5,3,24,A,equal,"['1.000', '0.000', '0.000']","['0.355', '0.303', '0.342']"
F3G5K5,4,24,A,B,"['1.000', '0.000', '0.000']","['0.132', '0.842', '0.026']"
F3G5K5,4,24,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
F3G5K5,4,24,A,equal,"['1.000', '0.000', '0.000']","['0.383', '0.300', '0.317']"
F3G5K5,5,24,A,B,"['1.000', '0.000', '0.000']","['0.104', '0.890', '0.006']"
F3G5K5,5,24,A,C,"['1.000', '0.000', '0.000']","['0.043', '0.000', '0.957']"
F3G5K5,5,24,A,equal,"['1.000', '0.000', '0.000']","['0.368', '0.292', '0.340']"
F3G5K5,6,24,A,B,"['1.000', '0.000', '0.000']","['0.041', '0.959', '0.000']"
F3G5K5,6,24,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
F3G5K5,6,24,A,equal,"['1.000', '0.000', '0.000']","['0.376', '0.338', '0.286']"
F3G5K5,7,24,A,B,"['1.000', '0.000', '0.000']","['0.045', '0.955', '0.000']"
F3G5K5,7,24,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
F3G5K5,7,24,A,equal,"['1.000', '0.000', '0.000']","['0.347', '0.366', '0.287']"
F3G5K5,8,24,A,B,"['1.000', '0.000', '0.000']","['0.049', '0.951', '0.000']"
F3G5K5,8,24,A,C,"['1.000', '0.000', '0.000']","['0.050', '0.000', '0.950']"
F3G5K5,8,24,A,equal,"['1.000', '0.000', '0.000']","['0.381', '0.299', '0.320']"
F3G5K5,9,24,A,B,"['1.000', '0.000', '0.000']","['0.046', '0.952', '0.002']"
F3G5K5,9,24,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.950']"
F3G5K5,9,24,A,equal,"['1.000', '0.000', '0.000']","['0.336', '0.378', '0.287']"
F3G5K5,10,24,A,B,"['1.000', '0.000', '0.000']","['0.043', '0.957', '0.000']"
F3G5K5,10,24,A,C,"['1.000', '0.000', '0.000']","['0.048', '0.001', '0.951']"
F3G5K5,10,24,A,equal,"['1.000', '0.000', '0.000']","['0.377', '0.313', '0.311']"
F3G5K5,11,24,A,B,"['1.000', '0.000', '0.000']","['0.050', '0.950', '0.000']"
F3G5K5,11,24,A,C,"['1.000', '0.000', '0.000']","['0.048', '0.000', '0.952']"
F3G5K5,11,24,A,equal,"['1.000', '0.000', '0.000']","['0.382', '0.314', '0.304']"
F3G5K5,12,24,A,B,"['1.000', '0.000', '0.000']","['0.046', '0.954', '0.000']"
F3G5K5,12,24,A,C,"['1.000', '0.000', '0.000']","['0.050', '0.000', '0.950']"
F3G5K5,12,24,A,equal,"['1.000', '0.000', '0.000']","['0.588', '0.407', '0.005']"
F3G5K5,13,24,A,B,"['1.000', '0.000', '0.000']","['0.050', '0.950', '0.000']"
F3G5K5,13,24,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.950']"
F3G5K5,13,24,A,equal,"['1.000', '0.000', '0.000']","['0.380', '0.317', '0.303']"
F3G5K5,14,24,A,B,"['1.000', '0.000', '0.000']","['0.049', '0.950', '0.001']"
F3G5K5,14,24,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
F3G5K5,14,24,A,equal,"['1.000', '0.000', '0.000']","['0.382', '0.289', '0.330']"
F3G5K5,0,12,A,B,"['1.000', '0.000', '0.000']","['0.047', '0.952', '0.001']"
F3G5K5,0,12,A,C,"['1.000', '0.000', '0.000']","['0.050', '0.000', '0.950']"
F3G5K5,0,12,A,equal,"['1.000', '0.000', '0.000']","['0.382', '0.320', '0.298']"
F3G5K5,1,12,A,B,"['1.000', '0.000', '0.000']","['0.041', '0.959', '0.001']"
F3G5K5,1,12,A,C,"['1.000', '0.000', '0.000']","['0.044', '0.000', '0.956']"
F3G5K5,1,12,A,equal,"['1.000', '0.000', '0.000']","['0.377', '0.310', '0.313']"
F3G5K5,2,12,A,B,"['1.000', '0.000', '0.000']","['0.048', '0.950', '0.001']"
F3G5K5,2,12,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
F3G5K5,2,12,A,equal,"['1.000', '0.000', '0.000']","['0.369', '0.316', '0.315']"
F3G5K5,3,12,A,B,"['1.000', '0.000', '0.000']","['0.049', '0.922', '0.030']"
F3G5K5,3,12,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
F3G5K5,3,12,A,equal,"['1.000', '0.000', '0.000']","['0.303', '0.314', '0.383']"
F3G5K5,4,12,A,B,"['1.000', '0.000', '0.000']","['0.125', '0.854', '0.021']"
F3G5K5,4,12,A,C,"['1.000', '0.000', '0.000']","['0.050', '0.000', '0.950']"
F3G5K5,4,12,A,equal,"['1.000', '0.000', '0.000']","['0.382', '0.296', '0.322']"
F3G5K5,5,12,A,B,"['1.000', '0.000', '0.000']","['0.099', '0.894', '0.007']"
F3G5K5,5,12,A,C,"['1.000', '0.000', '0.000']","['0.050', '0.000', '0.950']"
F3G5K5,5,12,A,equal,"['1.000', '0.000', '0.000']","['0.369', '0.342', '0.289']"
F3G5K5,6,12,A,B,"['1.000', '0.000', '0.000']","['0.040', '0.959', '0.001']"
F3G5K5,6,12,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
F3G5K5,6,12,A,equal,"['1.000', '0.000', '0.000']","['0.338', '0.377', '0.285']"
F3G5K5,7,12,A,B,"['1.000', '0.000', '0.000']","['0.048', '0.952', '0.000']"
F3G5K5,7,12,A,C,"['1.000', '0.000', '0.000']","['0.050', '0.000', '0.950']"
F3G5K5,7,12,A,equal,"['1.000', '0.000', '0.000']","['0.340', '0.376', '0.284']"
F3G5K5,8,12,A,B,"['1.000', '0.000', '0.000']","['0.044', '0.956', '0.000']"
F3G5K5,8,12,A,C,"['1.000', '0.000', '0.000']","['0.046', '0.004', '0.950']"
F3G5K5,8,12,A,equal,"['1.000', '0.000', '0.000']","['0.377', '0.324', '0.300']"
F3G5K5,9,12,A,B,"['1.000', '0.000', '0.000']","['0.043', '0.955', '0.002']"
F3G5K5,9,12,A,C,"['1.000', '0.000', '0.000']","['0.048', '0.002', '0.950']"
F3G5K5,9,12,A,equal,"['1.000', '0.000', '0.000']","['0.372', '0.309', '0.319']"
F3G5K5,10,12,A,B,"['1.000', '0.000', '0.000']","['0.013', '0.987', '0.000']"
F3G5K5,10,12,A,C,"['1.000', '0.000', '0.000']","['0.050', '0.000', '0.950']"
F3G5K5,10,12,A,equal,"['1.000', '0.000', '0.000']","['0.383', '0.320', '0.297']"
F3G5K5,11,12,A,B,"['1.000', '0.000', '0.000']","['0.050', '0.950', '0.000']"
F3G5K5,11,12,A,C,"['1.000', '0.000', '0.000']","['0.050', '0.000', '0.950']"
F3G5K5,11,12,A,equal,"['1.000', '0.000', '0.000']","['0.380', '0.320', '0.299']"
F3G5K5,12,12,A,B,"['1.000', '0.000', '0.000']","['0.020', '0.980', '0.000']"
F3G5K5,12,12,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
F3G5K5,12,12,A,equal,"['1.000', '0.000', '0.000']","['0.382', '0.330', '0.288']"
F3G5K5,13,12,A,B,"['1.000', '0.000', '0.000']","['0.050', '0.950', '0.000']"
F3G5K5,13,12,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.950']"
F3G5K5,13,12,A,equal,"['1.000', '0.000', '0.000']","['0.383', '0.331', '0.286']"
F3G5K5,14,12,A,B,"['1.000', '0.000', '0.000']","['0.050', '0.950', '0.000']"
F3G5K5,14,12,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.001', '0.951']"
F3G5K5,14,12,A,equal,"['1.000', '0.000', '0.000']","['0.377', '0.339', '0.284']"
G4S9U3,0,0,A,B,"['1.000', '0.000', '0.000']","['0.068', '0.932', '0.000']"
G4S9U3,0,0,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
G4S9U3,0,0,A,equal,"['1.000', '0.000', '0.000']","['0.993', '0.000', '0.007']"
G4S9U3,1,0,A,B,"['1.000', '0.000', '0.000']","['0.048', '0.951', '0.000']"
G4S9U3,1,0,A,C,"['1.000', '0.000', '0.000']","['0.050', '0.000', '0.950']"
G4S9U3,1,0,A,equal,"['1.000', '0.000', '0.000']","['0.735', '0.034', '0.231']"
G4S9U3,2,0,A,B,"['1.000', '0.000', '0.000']","['0.048', '0.952', '0.000']"
G4S9U3,2,0,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
G4S9U3,2,0,A,equal,"['1.000', '0.000', '0.000']","['0.400', '0.291', '0.310']"
G4S9U3,3,0,A,B,"['1.000', '0.000', '0.000']","['0.049', '0.951', '0.000']"
G4S9U3,3,0,A,C,"['1.000', '0.000', '0.000']","['0.050', '0.000', '0.950']"
G4S9U3,3,0,A,equal,"['1.000', '0.000', '0.000']","['0.646', '0.124', '0.230']"
G4S9U3,4,0,A,B,"['1.000', '0.000', '0.000']","['0.239', '0.761', '0.000']"
G4S9U3,4,0,A,C,"['1.000', '0.000', '0.000']","['0.050', '0.000', '0.950']"
G4S9U3,4,0,A,equal,"['1.000', '0.000', '0.000']","['0.999', '0.000', '0.001']"
G4S9U3,5,0,A,B,"['1.000', '0.000', '0.000']","['0.179', '0.821', '0.000']"
G4S9U3,5,0,A,C,"['1.000', '0.000', '0.000']","['0.050', '0.000', '0.950']"
G4S9U3,5,0,A,equal,"['1.000', '0.000', '0.000']","['0.996', '0.000', '0.004']"
G4S9U3,6,0,A,B,"['1.000', '0.000', '0.000']","['0.175', '0.825', '0.000']"
G4S9U3,6,0,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
G4S9U3,6,0,A,equal,"['1.000', '0.000', '0.000']","['0.380', '0.313', '0.308']"
G4S9U3,7,0,A,B,"['1.000', '0.000', '0.000']","['0.044', '0.956', '0.001']"
G4S9U3,7,0,A,C,"['1.000', '0.000', '0.000']","['0.050', '0.000', '0.950']"
G4S9U3,7,0,A,equal,"['1.000', '0.000', '0.000']","['0.377', '0.298', '0.325']"
G4S9U3,8,0,A,B,"['1.000', '0.000', '0.000']","['0.145', '0.854', '0.001']"
G4S9U3,8,0,A,C,"['1.000', '0.000', '0.000']","['0.045', '0.000', '0.955']"
G4S9U3,8,0,A,equal,"['1.000', '0.000', '0.000']","['0.383', '0.297', '0.320']"
G4S9U3,9,0,A,B,"['1.000', '0.000', '0.000']","['0.047', '0.952', '0.001']"
G4S9U3,9,0,A,C,"['1.000', '0.000', '0.000']","['0.050', '0.000', '0.950']"
G4S9U3,9,0,A,equal,"['1.000', '0.000', '0.000']","['0.289', '0.381', '0.330']"
G4S9U3,10,0,A,B,"['1.000', '0.000', '0.000']","['0.043', '0.957', '0.000']"
G4S9U3,10,0,A,C,"['1.000', '0.000', '0.000']","['0.050', '0.000', '0.950']"
G4S9U3,10,0,A,equal,"['1.000', '0.000', '0.000']","['0.397', '0.306', '0.297']"
G4S9U3,11,0,A,B,"['1.000', '0.000', '0.000']","['0.045', '0.955', '0.000']"
G4S9U3,11,0,A,C,"['1.000', '0.000', '0.000']","['0.048', '0.000', '0.952']"
G4S9U3,11,0,A,equal,"['1.000', '0.000', '0.000']","['0.380', '0.335', '0.285']"
G4S9U3,12,0,A,B,"['1.000', '0.000', '0.000']","['0.048', '0.952', '0.000']"
G4S9U3,12,0,A,C,"['1.000', '0.000', '0.000']","['0.048', '0.000', '0.952']"
G4S9U3,12,0,A,equal,"['1.000', '0.000', '0.000']","['0.382', '0.304', '0.315']"
G4S9U3,13,0,A,B,"['1.000', '0.000', '0.000']","['0.050', '0.950', '0.000']"
G4S9U3,13,0,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
G4S9U3,13,0,A,equal,"['1.000', '0.000', '0.000']","['0.381', '0.317', '0.302']"
G4S9U3,0,11,A,B,"['1.000', '0.000', '0.000']","['0.061', '0.939', '0.000']"
G4S9U3,0,11,A,C,"['1.000', '0.000', '0.000']","['0.045', '0.000', '0.955']"
G4S9U3,0,11,A,equal,"['1.000', '0.000', '0.000']","['0.456', '0.474', '0.070']"
G4S9U3,1,11,A,B,"['1.000', '0.000', '0.000']","['0.048', '0.952', '0.000']"
G4S9U3,1,11,A,C,"['1.000', '0.000', '0.000']","['0.050', '0.000', '0.950']"
G4S9U3,1,11,A,equal,"['1.000', '0.000', '0.000']","['0.787', '0.088', '0.125']"
G4S9U3,2,11,A,B,"['1.000', '0.000', '0.000']","['0.050', '0.950', '0.000']"
G4S9U3,2,11,A,C,"['1.000', '0.000', '0.000']","['0.050', '0.000', '0.950']"
G4S9U3,2,11,A,equal,"['1.000', '0.000', '0.000']","['0.419', '0.276', '0.304']"
G4S9U3,3,11,A,B,"['1.000', '0.000', '0.000']","['0.049', '0.951', '0.000']"
G4S9U3,3,11,A,C,"['1.000', '0.000', '0.000']","['0.050', '0.000', '0.950']"
G4S9U3,3,11,A,equal,"['1.000', '0.000', '0.000']","['0.560', '0.305', '0.135']"
G4S9U3,4,11,A,B,"['1.000', '0.000', '0.000']","['0.285', '0.713', '0.002']"
G4S9U3,4,11,A,C,"['1.000', '0.000', '0.000']","['0.048', '0.000', '0.952']"
G4S9U3,4,11,A,equal,"['1.000', '0.000', '0.000']","['1.000', '0.000', '0.000']"
G4S9U3,5,11,A,B,"['1.000', '0.000', '0.000']","['0.189', '0.811', '0.000']"
G4S9U3,5,11,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
G4S9U3,5,11,A,equal,"['1.000', '0.000', '0.000']","['0.825', '0.005', '0.170']"
G4S9U3,6,11,A,B,"['1.000', '0.000', '0.000']","['0.055', '0.944', '0.000']"
G4S9U3,6,11,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
G4S9U3,6,11,A,equal,"['1.000', '0.000', '0.000']","['0.382', '0.309', '0.310']"
G4S9U3,7,11,A,B,"['1.000', '0.000', '0.000']","['0.062', '0.915', '0.023']"
G4S9U3,7,11,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
G4S9U3,7,11,A,equal,"['1.000', '0.000', '0.000']","['0.383', '0.302', '0.315']"
G4S9U3,8,11,A,B,"['1.000', '0.000', '0.000']","['0.047', '0.952', '0.000']"
G4S9U3,8,11,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
G4S9U3,8,11,A,equal,"['1.000', '0.000', '0.000']","['0.378', '0.302', '0.321']"
G4S9U3,9,11,A,B,"['1.000', '0.000', '0.000']","['0.138', '0.862', '0.000']"
G4S9U3,9,11,A,C,"['1.000', '0.000', '0.000']","['0.038', '0.000', '0.962']"
G4S9U3,9,11,A,equal,"['1.000', '0.000', '0.000']","['0.333', '0.317', '0.350']"
G4S9U3,10,11,A,B,"['1.000', '0.000', '0.000']","['0.042', '0.958', '0.000']"
G4S9U3,10,11,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
G4S9U3,10,11,A,equal,"['1.000', '0.000', '0.000']","['0.366', '0.341', '0.293']"
G4S9U3,11,11,A,B,"['1.000', '0.000', '0.000']","['0.044', '0.956', '0.000']"
G4S9U3,11,11,A,C,"['1.000', '0.000', '0.000']","['0.047', '0.000', '0.953']"
G4S9U3,11,11,A,equal,"['1.000', '0.000', '0.000']","['0.376', '0.283', '0.341']"
G4S9U3,12,11,A,B,"['1.000', '0.000', '0.000']","['0.048', '0.952', '0.000']"
G4S9U3,12,11,A,C,"['1.000', '0.000', '0.000']","['0.048', '0.000', '0.952']"
G4S9U3,12,11,A,equal,"['1.000', '0.000', '0.000']","['0.381', '0.289', '0.331']"
G4S9U3,13,11,A,B,"['1.000', '0.000', '0.000']","['0.048', '0.952', '0.000']"
G4S9U3,13,11,A,C,"['1.000', '0.000', '0.000']","['0.048', '0.000', '0.952']"
G4S9U3,13,11,A,equal,"['1.000', '0.000', '0.000']","['0.374', '0.295', '0.330']"
G5P4U3,0,0,A,B,"['1.000', '0.000', '0.000']","['0.049', '0.951', '0.000']"
G5P4U3,0,0,A,C,"['1.000', '0.000', '0.000']","['0.040', '0.010', '0.950']"
G5P4U3,0,0,A,equal,"['1.000', '0.000', '0.000']","['0.395', '0.468', '0.136']"
G5P4U3,1,0,A,B,"['1.000', '0.000', '0.000']","['0.049', '0.951', '0.000']"
G5P4U3,1,0,A,C,"['1.000', '0.000', '0.000']","['0.085', '0.102', '0.814']"
G5P4U3,1,0,A,equal,"['1.000', '0.000', '0.000']","['0.369', '0.347', '0.284']"
G5P4U3,2,0,A,B,"['1.000', '0.000', '0.000']","['0.048', '0.952', '0.000']"
G5P4U3,2,0,A,C,"['1.000', '0.000', '0.000']","['0.047', '0.002', '0.950']"
G5P4U3,2,0,A,equal,"['1.000', '0.000', '0.000']","['0.314', '0.389', '0.297']"
G5P4U3,3,0,A,B,"['1.000', '0.000', '0.000']","['0.029', '0.951', '0.020']"
G5P4U3,3,0,A,C,"['1.000', '0.000', '0.000']","['0.049', '0.000', '0.951']"
G5P4U3,3,0,A,equal,"['1.000', '0.000', '0.000']","['0.380', '0.335', '0.285']"
